;title_aline;day_youtube_aline
377; PRODUTO PIRATA É PARA QUEBRAR O SISTEMA com Igor 3k;2021-07-08
378; TRAP É UM DERIVADO RUIM DO RAP com Murilo Couto;2021-07-08
379; Universo - Uma Estrela Muito Especial;2021-07-08
380; Como Einstein Provou a Existência de Átomos;2021-07-08
381; O Mistério dos Buracos Negros Desaparecidos;2021-07-08
382; Um Tour Pelo Sistema Solar;2021-07-08
383; AO VIVO - FOFOCANDO E TOMANDO CAFÉ DA TARDE | Diva Depressão;2021-07-08
384; AO VIVO - LENDO REVISTA DE FOFOCA E TOMANDO CAFÉ DA TARDE | Diva Depressão;2021-07-08
385; Rubel - Quando Bate Aquela Saudade [Clipe Oficial];2021-07-08
386;" ""O BOY PASSOU DANETTE EM MIM, MAS NÃO GOSTEI"" feat. JOÃO PEDROSA | Diva Depressão";2021-07-08
387; Red Hot Chili Peppers - Dark Necessities [Official Music Video];2021-07-08
388; Edward Sharpe & The Magnetic Zeros - Home (Official Video);2021-07-08
389; LORELAY FOX REVELA: GRUPO COM DIVA DEPRESSÃO, BLOGUEIRINHA DRAG, SAÚDE MENTAL (RESTA 1) | Foquinha;2021-07-08
390; COMO PARIS HILTON ENGANOU O MUNDO (LINHA DO TEMPO) | Foquinha FBI;2021-07-08
391; O LEGADO DE NAYA RIVERA | Foquinha FBI;2021-07-08
392; NerdPlayer Especial 10 anos, o melhor de 500 NerdPlayers;2021-07-08
393; Rounds - Duas bolinhas em conflito;2021-07-08
394; Fresno - Sobreviver e Acreditar (CLIPE OFICIAL) (HD);2021-07-08
395; We'll Fight Together;2021-07-08
396; Fresno - O Arrocha Mais Triste do Mundo (PARIS SESSIONS) (Live);2021-07-08
397; Cecilia & Os Baloes;2021-07-08
398; Rubel, ANAVITÓRIA - Partilhar [Clipe Oficial];2021-07-08
399; Emicida - Hoje cedo (Feat. Pitty);2021-07-08
400; A VIDA DEPOIS DO TOMBO | Assista agora no Globoplay;2021-07-09
401; Poeira Estelar - Lucas Silveira (Fresno) | Salaquar;2021-07-08
402; The Pretty Reckless - 25 (Official Music Video);2021-07-08
403; Cada Acidente;2021-07-08
404; Isso Não É Um Teste;2021-07-08
405; Fresno - Sua Alegria Foi Cancelada (PARIS SESSIONS) (Live);2021-07-08
406; Fresno - Maior Que As Muralhas;2021-07-08
407; Cícero - Falso Azul;2021-07-08
408; Pitty - Na Sua Estante (Ao Vivo) | Matriz Ao Vivo na Bahia;2021-07-08
409; Arctic Monkeys - Do I Wanna Know?  (Live);2021-07-08
410; Daft Punk ft. Julian Casablancas - Instant Crush (Official Video);2021-07-08
411; The Strokes - The Adults Are Talking (Audio);2021-07-08
412; Cícero - De passagem;2021-07-08
413; Liniker - Zero;2021-07-08
414; Francisco, el Hombre - Triste, Louca ou Má (OFICIAL);2021-07-08
415;" ""Horizontes"" - Gloria (Part. Lucas Silveira) - Videoclipe Oficial";2021-07-08
416; Fresno - 05 - Diga, parte 2 [Infinito];2021-07-08
417; fresno - quando eu caí (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-07-08
418; Paramore: Decode [OFFICIAL VIDEO];2021-07-08
419; Black Pumas - Colors (Official Live Session);2021-07-08
420; Live 31/03/21 - Ainda vai demorar;2021-07-08
421; Live 11/05/21 - Terceira onda e origem do coronavírus;2021-07-08
422; Live 19/05/21 - A real sobre as vacinas;2021-07-08
423; Live 07/07/21 - Vacinas estão salvando o Brasil;2021-07-08
424; O melhor e o pior filme de 2017;2021-07-08
425; Vingadores: Guerra infinita e AGÁ BÊ ÓH;2021-07-08
426; Série de Senhor dos anéis e expectativa Star Wars ep. 8;2021-07-08
427; Heróis da Liga da Justiça e da Black Friday;2021-07-08
428; Top 10 Cliffhangers;2021-07-08
429; TrailerOffice - Loki: O variante meliante;2021-07-08
430; Trailer de LOKI - Multiverso e Lendas Urbanas;2021-07-08
431; Futuro da MARVEL + novidade INACREDITÁVEL;2021-07-07
432; Filmes e séries 2020/2021;2021-07-07
433; Filmes de 2020;2021-07-07
434; Invasões Alienígenas;2021-07-07
435; Imagine que é possível | Ícaro Miguel - Taekwondo I TIM;2021-07-07
436; CNN TONIGHT: QUANDO É HORA DE ENCERRAR UM CICLO? - 19/05/2021;2021-07-07
437; CNN TONIGHT: A VIDA, DEFINITIVAMENTE NÃO É JUSTA - 02/06/2021;2021-07-07
438; CNN TONIGHT: RECIPROCIDADE - 08/06/2021;2021-07-07
439; CNN TONIGHT: MERITOCRACIA - 15/06/2021;2021-07-07
440; CNN TONIGHT: SÓ PEDIR DESCULPAS BASTA? - 06/07/2021;2021-07-07
441; Chegou NIVEA Facial em Gel;2021-07-07
442; CNN TONIGHT: PODER DO NÃO - 19/04/2021;2021-07-07
443; CNN TONIGHT: AMOR PRÓPRIO – 08/02/2021;2021-07-07
444; CNN TONIGHT: NUNCA É TARDE PARA COMEÇAR - 06/04/2021;2021-07-07
445; CNN TONIGHT: DOMINE A MANHÃ, DOMINE O DIA - 22/04/2021;2021-07-07
446; CNN TONIGHT: INTELIGÊNCIA EMOCIONAL - 29/03/2021;2021-07-07
447; O É da Coisa, com Reinaldo Azevedo - 05/07/2021;2021-07-07
448; Reinaldo Azevedo: Tinha uma cunhada no meio do caminho de Bolsonaro...;2021-07-07
449; REGINA CÉLIA NA CPI: UM RESUMO;2021-07-07
450; CONVIVÊNCIA - Redução de Danos | Ep #06;2021-07-07
451; Redução de Danos | Quarentena - Ep 01 Temp 02;2021-07-07
452; Redução de Danos | Meus pais não me obedecem! - Ep 07 Temp 02;2021-07-07
453; CAUÊ MOURA E LUCAS INUTILISMO - Flow Podcast #352;2021-07-07
454; RENATO CARIANI - Inteligência Ltda. Podcast #189;2021-07-07
455; Danilo Gentili evitou briga AO VIVO? Controle Emocional? (Linguagem Corporal - Metaforando);2021-07-07
456; Red Hot Chili Peppers - Dark Necessities [Official Music Video];2021-07-07
457; Far Caspian - Between Days [Full Ep];2021-07-07
458; Black Pumas - Colors (Official Live Session);2021-07-07
459;" Heartless Bastards - ""Only For You""";2021-07-07
460; The Strokes - You Only Live Once (Official Music Video);2021-07-07
461; Edward Sharpe & The Magnetic Zeros - Home (Official Video);2021-07-06
462; The Strokes - Reptilia (Official Music Video);2021-07-06
463; Tame Impala - The Less I Know the Better (Official Audio);2021-07-06
464; The Strokes - Someday (Official Music Video);2021-07-06
465; The Strokes - Last Nite (Official Music Video);2021-07-06
466; 🔴 BBB21: UMA ESCOLHA DIFÍCIL? HOMOFÓBICO x ILUDIDA - Nunca Te Pedi Nada;2021-07-06
467; JOGUEI O JOGO MAIS CLOSE ERRADO DE 2021 (até agora) - Nunca Te Pedi Nada;2021-07-06
468; MAURÍCIO RESPONDENDO OS ACHISMOS DA GALERA - ACHISMOS PODCAST #43;2021-07-06
469; CARIOCA E BOLA - Flow Podcast #406;2021-07-06
470; Mais que 8 Minutos #084 (Maurício Meirelles);2021-07-06
471; CONSELHOS SEM NOÇÃO com DIVA DEPRESSÃO - Lorelay Fox;2021-07-06
472; TV Samsung  Neo QLED, bem-vindo à Neo Era;2021-07-06
473; “O BOY TENTOU ME CONQUISTAR PELO PIX” feat. LAURA SERAPHIM | Diva Depressão;2021-07-06
474; VC É CRINGE!? ENTENDA A TRETA: GERAÇÃO Z X MILLENNIALS - Nunca Te Pedi Nada;2021-07-06
475; COISAS DO FUTURO Q JÁ EXISTEM E VC NÃO SABIA! - Nunca Te Pedi Nada;2021-07-06
476; REAGINDO ÀS MAIORES 'MUQUIRANICES' DO PROGRAMA 'MUQUIRANAS' | Diva Depressão;2021-07-06
477; REAGINDO ÀS MELHORES REVOLTAS DE MÁRCIA SENSITIVA | Diva Depressão;2021-07-06
478; VÍDEOS DIFÍCEIS DE ASSISTIR POR VERGONHA ALHEIA - O RETORNO | Diva Depressão;2021-07-06
479; Detroit: Become Human - Uma dupla do barulho;2021-07-06
480; Days Gone - Motoqueiro matador de zumbis;2021-07-06
481; Sekiro: Shadows Die Twice - Coaching Tiger, Quantic Dragon;2021-07-06
482; World of Warships - Mil e uma maneiras de morrer no mar;2021-07-06
483; Mortal Kombat 11 - Vitória moral;2021-07-06
484; Borderlands 3 - Tudo isso por um café!;2021-07-06
485; Borderlands 2 - Dois Ninjas do barulho;2021-07-06
486; O melhor de 400 NerdPlayers;2021-07-06
487; NerdPlayer Especial 10 anos, o melhor de 500 NerdPlayers;2021-07-06
488; Civilization VI - Tiro, porrada e bomba te deixa biruta!;2021-07-06
489; https://www.youtube.com/watch?v=Pt81M8qK9p0;2021-07-06
490; O que nos leva a escapar do momento presente? | Fernanda Lima e Rodrigo Hilbert | Bem Juntinhos;2021-07-06
491; Como construir uma paternidade mais presente com tão poucas referências atuantes? | Bem Juntinhos;2021-07-06
492; Fernanda Lima e Rodrigo Hilbert falam sobre tudo o que faz da nossa casa um lar | Bem Juntinhos;2021-07-06
493; GREG NEWS | CERCADINHO;2021-07-06
494; PASSAPANISTAS JUSTIFICAM CORRUPÇÃO DE BOLSONARO;2021-07-06
495; Redução de Danos | Cringe com Orgulho! - Ep 08 Temp 02;2021-07-06
496; alanzoka jogando Sea of Thieves Piratas do Caribe com os amigos - Parte 3;2021-07-06
497; alanzoka jogando Sea of Thieves Piratas do Caribe com os amigos - Parte 2;2021-07-06
498; alanzoka jogando Sea of Thieves Piratas do Caribe com os amigos - Parte 1;2021-07-05
499; alanzoka salvando os amigos dos próprios amigos mentirosos;2021-07-05
500; TV Samsung  Neo QLED, bem-vindo à Neo Era;2021-07-06
501; 666;2021-07-05
502; A CIDADE INTEIRA está COMENTANDO!;2021-07-05
503; GREG NEWS | DINHEIRO TEM;2021-07-05
504; GREG NEWS | TEOCRACIA;2021-07-05
505; Live da zica;2021-07-05
506; Polvos são aliens??? (#Pirula 252);2021-07-05
507; O mundo seria melhor se todos fossem ateus? #PergunteAoAteu 9 (#Pirula 234);2021-07-05
508; Seafret - Atlantis (Official Video);2021-07-05
509; Milky Chance - Stolen Dance (Official Video);2021-07-05
510; KARDASHIANS: BAPHOS DA ÚLTIMA TEMPORADA DO REALITY | Foquinha FBI;2021-07-05
511; Fallen - Gert Taberner;2021-07-05
512; #FREEBRITNEY - CONTROLE DA VIDA DE UMA ESTRELA - ENTENDA A POLÊMICA! - Nunca Te Pedi Nada;2021-07-05
513; Gravity (Live in L.A.);2021-07-05
514; Electric Guest - Troubleman;2021-07-05
515; Of Monsters And Men - Yellow Light (Official Lyric Video);2021-07-05
516; Lana Del Rey - Summertime Sadness (Official Music Video);2021-07-05
517; Labrinth - Jealous (Official Video);2021-07-05
518; Vancouver Sleep Clinic - Ayahuasca (Official Visualizer);2021-07-05
519; Amber Run - I Found;2021-07-05
520; Hozier - From Eden (Official Video);2021-07-05
521; Hozier - Cherry Wine (Official Video);2021-07-05
522;" The Lumineers - ""Submarines"" (Official Video)";2021-07-05
523; Coldplay - O (Fly On) - Extended;2021-07-05
524; X Ambassadors - Unsteady;2021-07-05
525; Lana Del Rey - Video Games;2021-07-05
526; Of Monsters And Men - Dirty Paws (Official Lyric Video);2021-07-05
527; Hozier - Take Me To Church;2021-07-05
528;" The Lumineers - ""Walls"" (OFFICIAL AUDIO)";2021-07-05
529; Cage the Elephant - Cigarette Daydreams [LEGENDADO];2021-07-05
530;" Elliot Moss – ""Slip"" (Official Video)";2021-07-05
531; Angus and Julia Stone - The Devils Tears;2021-07-05
532; Florence + The Machine - Dog Days Are Over (2010 Version);2021-07-05
533; Current Joys - A Different Age;2021-07-05
534;" KALEO - ""I Can't Go On Without You"" LIVE";2021-07-05
535; Billie Eilish - my future (Prime Day Show x Billie Eilish);2021-07-05
536; Jaymes Young - Happiest Year [Official Music Video];2021-07-05
537; Harry Styles - Sign of the Times (Official Video);2021-07-05
538; Lana Del Rey - Lust For Life (Official Video) ft. The Weeknd;2021-07-05
539; Winter Aid - The Wisp Sings;2021-07-05
540; Riptide;2021-07-05
541; Billie Eilish - everything i wanted;2021-07-05
542; The Lumineers - Ophelia;2021-07-05
543; Lana Del Rey - Born To Die (Official Music Video);2021-07-05
544; Rubel - Quando Bate Aquela Saudade [Clipe Oficial];2021-07-05
545; A História da Evolução dos CROCODYLIA (crocodilos) (#Pirula 352.2);2021-07-05
546; Justin Timberlake - Mirrors;2021-07-05
547; The Lumineers - Cleopatra;2021-07-05
548; The Lumineers - Angela;2021-07-05
549; Miley Cyrus - Angels Like You (Official Video);2021-07-05
550;" Heartless Bastards - ""Only For You""";2021-07-05
551; Black Pumas - Colors (Official Live Session);2021-07-05
552; The Lumineers - Ho Hey (Official Video);2021-07-05
553; Youth - Daughter;2021-07-05
554; The Lumineers - Sleep On The Floor (Official Video);2021-07-05
555; ENTENDA CASO KANYE WEST: POLÊMICAS E SURTOS, BIPOLARIDADE, PRESIDÊNCIA DOS EUA | Foquinha FBI;2021-07-05
556; O QUE ACONTECEU COM BRITNEY SPEARS? ENTENDA OS SURTOS, A TUTELA DO PAI E #FREEBRITNEY | Foquinha FBI;2021-07-05
557; #FREEBRITNEY: ENTENDA AS DECLARAÇÕES DE BRITNEY SPEARS | Foquinha FBI;2021-07-05
558; COMEBACK LORDE, OLIVIA RODRIGO FORMADA, BEN AFFLECK E JLO JUNTOS, MEMES CRINGE E PFIZER | Foquinha;2021-07-05
559; Asus ZenBook Duo 14 UX482, o Notebook office;2021-07-05
560;" 💣Treta! Huck leva olé da Globo e reclama de Leifert;Juliette e surpresa desagradável após críticas";2021-07-05
561; five things to consider before therapy;2021-07-05
562; SUPER MARIO 64 #2 - A Fábula da Corrida do Encanador e da Tartaruga!;2021-07-04
563; SUPER MARIO 64 - O Início de Gameplay Deste Jogo Incrível da Nintendo!;2021-07-04
564; SUPER MARIO ODYSSEY - O INCRÍVEL INÍCIO DE GAMEPLAY! | Jogo Exclusivo de Nintendo Switch;2021-07-04
565; SUPER SMASH BROS ULTIMATE - O Início de Gameplay | Modos Smash & Spirits (História);2021-07-04
566; Original Globoplay | O Caso Evandro;2021-07-03
567; alanzoka jogando Journey to the Savage Planet - Parte 3 / FINAL;2021-07-03
568; Burger King | Como explicar?;2021-07-03
569; alanzoka jogando Journey to the Savage Planet - Parte 2;2021-07-03
570; alanzoka jogando Journey to the Savage Planet - Parte 1;2021-07-02
571; Sea of Thieves - Piratas Cordiais;2021-07-02
572; A GUERRA DO AMANHÃ | Amazon Prime Video;2021-07-02
573; Hozier - Cherry Wine (Official Video);2021-07-02
574;" The Lumineers - ""Submarines"" (Official Video)";2021-07-02
575; Coldplay - O (Fly On) - Extended;2021-07-02
576; X Ambassadors - Unsteady;2021-07-02
577; Lana Del Rey - Video Games;2021-07-02
578; Of Monsters And Men - Dirty Paws (Official Lyric Video);2021-07-02
579; Hozier - Take Me To Church;2021-07-02
580;" The Lumineers - ""Walls"" (OFFICIAL AUDIO)";2021-07-02
581; Cage the Elephant - Cigarette Daydreams [LEGENDADO];2021-07-02
582;" Elliot Moss – ""Slip"" (Official Video)";2021-07-02
583; Angus and Julia Stone - The Devils Tears;2021-07-02
584; Florence + The Machine - Dog Days Are Over (2010 Version);2021-07-02
585; Current Joys - A Different Age;2021-07-02
586;" KALEO - ""I Can't Go On Without You"" LIVE";2021-07-02
587; Jaymes Young - Happiest Year [Official Music Video];2021-07-02
588; Harry Styles - Sign of the Times (Official Video);2021-07-02
589; Lana Del Rey - Lust For Life (Official Video) ft. The Weeknd;2021-07-02
590; Winter Aid - The Wisp Sings;2021-07-02
591; Riptide;2021-07-02
592; Billie Eilish - everything i wanted;2021-07-02
593; The Lumineers - Ophelia;2021-07-02
594; Lana Del Rey - Born To Die (Official Music Video);2021-07-02
595; Rubel - Quando Bate Aquela Saudade [Clipe Oficial];2021-07-02
596; Justin Timberlake - Mirrors;2021-07-02
597; The Lumineers - Cleopatra;2021-07-02
598; The Lumineers - Angela;2021-07-02
599; Miley Cyrus - Angels Like You (Official Video);2021-07-02
600; A GUERRA DO AMANHÃ | Amazon Prime Video;2021-07-02
601;" Heartless Bastards - ""Only For You""";2021-07-02
602; Black Pumas - Colors (Official Live Session);2021-07-02
603; The Lumineers - Ho Hey (Official Video);2021-07-02
604; Youth - Daughter;2021-07-02
605; Noah Kahan - Anyway (Official Audio);2021-07-02
606; Rubel - Quadro Verde [Áudio Oficial];2021-07-02
607; Palace - Heaven Up There;2021-07-02
608; Edward Sharpe & The Magnetic Zeros - Home (Official Video);2021-07-02
609; Far Caspian - Between Days [Full Ep];2021-07-02
610;" The Lumineers - ""Stubborn Love"" (Official Video)";2021-07-02
611; The Lumineers - Sleep On The Floor (Official Video);2021-07-02
612; Emojis podem VIRAR uma NOVA língua?;2021-07-02
613;" ""EM MOMENTOS DE CRISE PRESTEM ATENÇÃO NA PALAVRA NOVA"" - GPS Político com Marina Silva";2021-07-02
614; É VERDADE QUE AS URNAS ELETRÔNICAS SÃO FRAUDADAS? - Entrevista com Luís Roberto Barroso;2021-07-02
615; AS REVIRAVOLTAS NA CPI DA PANDEMIA;2021-07-02
616; LUIZ DOMINGUETTI NA CPI: UM RESUMO;2021-07-02
617; Champions League | HBO Max | Assine já;2021-07-02
618; DANILO GENTILI - Inteligência Ltda. Podcast #020;2021-07-02
619; DENÚNCIA FASHION - ANALISANDO A COLEÇÃO DA JULIETTE C&A | Diva Depressão;2021-07-02
620; DINOSSAUROS: AURORA (origem e primeiras linhagens) (#Pirula 277);2021-07-01
621; A História COMPLETA da GRAVITAÇÃO UNIVERSAL | Episódio 9;2021-07-01
622; Como a Radiação Mata?;2021-07-01
623; O Que Acontece se Você TOCAR em URÂNIO?;2021-07-01
624; Qual é o Elemento MAIS RADIOATIVO?;2021-07-01
625; BATALHA DE CHALLENGES: Personagens Famosos - EP #03 | Diva Depressão;2021-07-01
626; UM ÍCONE CHAMADO PABLLO VITTAR | Diva Depressão;2021-07-01
627; CARLOS WIZARD NA CPI: UM RESUMO;2021-07-01
628; the best of Red Hot Chili Peppers;2021-07-01
629; Arctic Monkeys - Best Tracks;2021-07-01
630; The best of Lana Del Rey;2021-07-01
631;" Lord Huron - The Night We Met | (3 Hours) | 13 Reasons Why | ""That One Slow Song""";2021-07-01
632; Home - Tom Rosenthal [ Tradução/ legendado ];2021-07-01
633; Mais que 8 Minutos #078 (Ciro Gomes);2021-07-01
634; Mais que 8 Minutos #082 (Fernando Haddad);2021-07-01
635; Mister G revela segredos de EDIÇÃO! | GAVETA;2021-07-01
636; TOP 10 filmes da PIXAR - Polêmica e choro | Gaveta;2021-07-01
637; Trailer: O Esquadrão Suicida 2 - Sonhando demais;2021-07-01
638; VOCÊ ESTÁ PRONTO PARA VIVER SUAS VERDADES | Chega de Mentiras | Gillette Brasil;2021-07-01
639; Extra Flow #33 - O FLOW É A NOVA GLOBO?;2021-07-01
640; TABATA AMARAL - Flow Podcast #403;2021-07-01
641; QUEM FOI MARSHA P. JOHNSON;2021-06-30
642;" Lord Huron - The Night We Met | (3 Hours) | 13 Reasons Why | ""That One Slow Song""";2021-06-30
643; Roslyn - Bon Iver (1 Hour);2021-06-30
644; Tom Rosenthal - It's OK [Legendado];2021-06-30
645; A HBO Max chegou | Assine já;2021-06-30
646; VICTOR LAMOGLIA E THATI LOPES - Inteligência Ltda. Podcast #193;2021-06-30
647; PENÉLOPE NOVA - Venus Podcast #82;2021-06-30
648; MAURÍCIO MEIRELLES - Venus Podcast#77;2021-06-30
649; FAUSTO JUNIOR NA CPI: UM RESUMO;2021-06-29
650; Chance The Rapper - Cocoa Butter Kisses (feat. Vic Mensa and Twista);2021-06-29
651; The Weeknd - The Hills (Official Video);2021-06-29
652; FRESNO - NATUREZA CAOS (LYRIC VIDEO);2021-06-29
653; Fresno - 01 - A Resposta [Ciano];2021-06-29
654; • O Lado Vazio do Sofá • Rodrigo Alarcon •;2021-06-29
655; Imagine Dragons - Radioactive;2021-06-29
656; KWAYE - Lost In My Boots [Official Music Video];2021-06-29
657; 5 a seco - pra você dar o nome [OFICIAL];2021-06-29
658; girassóis de van gogh - baco exu do blues || cover;2021-06-29
659; Rae Sremmurd - No Type (Official Video);2021-06-29
660; Fresno - Onde Está (Ao Vivo);2021-06-29
661; Fresno - O Arrocha Mais Triste do Mundo (PARIS SESSIONS) (Live);2021-06-29
662; Kings Of Leon - Beautiful War (Official Music Video);2021-06-29
663; JEAN TASSY - DOWN // RROOMM;2021-06-29
664; P!nk - Just Give Me A Reason ft. Nate Ruess;2021-06-29
665; Bondade eternamente + Nuvem - Nina Oliveira + Rubel | ELEFANTE SESSIONS;2021-06-29
666; Fresno - Sua Alegria Foi Cancelada (PARIS SESSIONS) (Live);2021-06-29
667; Sticky Fingers - Cyclone (The Village Sessions);2021-06-29
668; No Role Modelz;2021-06-29
669; ELEMENT.;2021-06-29
670; Kings Of Leon - Closer (Live on Letterman);2021-06-29
671; Childish Gambino - Feels Like Summer;2021-06-29
672; Pyro;2021-06-29
673; Olívia - Egoísmo e Flow Tom Jobim | Estúdio 172 Sessions;2021-06-29
674; In My Head;2021-06-29
675; Tame Impala - Feels Like We Only Go Backwards (Official Video);2021-06-29
676; Why'd You Only Call Me When You're High?;2021-06-29
677; Childish Gambino - Baby Boy (Official Audio);2021-06-29
678; Liniker - Zero;2021-06-29
679; Rubel - Quadro Verde [Áudio Oficial];2021-06-29
680; XXX.;2021-06-29
681; Billie Eilish - hostage;2021-06-29
682; Rubel - Partilhar [Áudio Oficial];2021-06-29
683; Florence + The Machine - Sweet Nothing (Live From Austin City Limits);2021-06-29
684; Billie Eilish - i love you (Live At The Greek Theatre);2021-06-29
685; Edward Sharpe & The Magnetic Zeros - Home (Official Video);2021-06-29
686; Billie Eilish - xanny;2021-06-29
687; Tame Impala - Borderline (Official Audio);2021-06-29
688; Florence + The Machine - Shake It Out;2021-06-29
689; Black Pumas - Colors (Official Live Session);2021-06-29
690; Rubel, ANAVITÓRIA - Partilhar [Clipe Oficial];2021-06-29
691; Billie Eilish - No Time To Die;2021-06-29
692; Use Somebody;2021-06-29
693; Sing About Me, I'm Dying Of Thirst;2021-06-29
694; FEAR.;2021-06-29
695; Alright;2021-06-29
696; Money Trees;2021-06-29
697; Palace - Heaven Up There;2021-06-29
698; Bitch, Don’t Kill My Vibe;2021-06-29
699; Billie Eilish - everything i wanted;2021-06-29
700; A HBO Max chegou | Assine já;2021-06-30
701; Tame Impala - New Person, Same Old Mistakes (Official Audio);2021-06-29
702; Tame Impala - Let It Happen (Official Audio);2021-06-29
703; Billie Eilish - Ocean Eyes (Dance Performance Video);2021-06-29
704; Far Caspian - Between Days [Full Ep];2021-06-29
705; The Lumineers - Sleep On The Floor (Official Video);2021-06-29
706; TÔ VELHA E SOU CRINGE (millennials e gen z) | Louie Ponto;2021-06-29
707; HBO Max chega hoje ao Brasil | Saiba mais;2021-06-29
708; PEDIU PIZZA na DELEGACIA, PLANTOU PLÁSTICO e SÓ TRAGÉDIA!;2021-06-29
709; Jornal BandNews FM / BandNews São Paulo 1ª Edição - 17/06/2021;2021-06-29
710; O É da Coisa Especial - 25/06/2021;2021-06-29
711;" ""CHEGOU A HORA DA AUDÁCIA DOS QUE TÊM BOM SENSO"" - GPS Político com Renato Casagrande";2021-06-29
712;" ""EM MOMENTOS DE CRISE PRESTEM ATENÇÃO NA PALAVRA NOVA"" - GPS Político com Marina Silva";2021-06-29
